id,chosen,rejected,chosen_source,rejected_source
OIC-047-20-B,"Question: Quelle est la définition d'une tropie?
a) Déviation des axes visuels.
b) Déviation de l'œil vers le haut.
c) Déviation de l'œil vers le bas.
d) Déviation de l'œil vers l'intérieur.","Question: Quelle est la définition générale d'une tropie (strabisme)?
a) Une déviation des axes visuels.
b) Une difficulté à voir de loin.
c) Une inflammation de l'œil.
d) Une maladie de la rétine.",openbiollm_8b,medGemma_27b
OIC-047-20-B,"Question: Quelle est la définition d'une tropie?
a) Déviation des axes visuels.
b) Déviation de l'œil vers le haut.
c) Déviation de l'œil vers le bas.
d) Déviation de l'œil vers l'intérieur.","Question: Quelle est la définition générale d'une tropie (strabisme)?
a) Une déviation des axes visuels.
b) Une difficulté à voir de loin.
c) Une inflammation de l'œil.
d) Une maladie de la rétine.",openbiollm_8b,medGemma_27b
OIC-047-20-B,"Question: Quel type de tropie implique une déviation de l'œil vers l'intérieur?
a) Exotropie
b) Hypertropie
c) Hypotropie
d) Esotropie","Question: Quelle est la définition générale d'une tropie (strabisme)?
a) Une déviation des axes visuels.
b) Une difficulté à voir de loin.
c) Une inflammation de l'œil.
d) Une maladie de la rétine.",gemma2_9b,medGemma_27b
OIC-047-20-B,"Question: Quel type de tropie implique une déviation de l'œil vers l'intérieur?
a) Exotropie
b) Hypertropie
c) Hypotropie
d) Esotropie","Question: Quelle est la définition générale d'une tropie (strabisme)?
a) Une déviation des axes visuels.
b) Une difficulté à voir de loin.
c) Une inflammation de l'œil.
d) Une maladie de la rétine.",gemma2_9b,medGemma_27b
OIC-047-20-B,"Question: Qu'est-ce que l'exotropie?
a) Déviation de l'œil vers l'intérieur
b) Déviation de l'œil vers l'extérieur
c) Déviation de l'œil vers le haut
d) Déviation de l'œil vers le bas","Question: Quelle est la définition générale d'une tropie (strabisme)?
a) Une déviation des axes visuels.
b) Une difficulté à voir de loin.
c) Une inflammation de l'œil.
d) Une maladie de la rétine.",medGemma_4b,medGemma_27b
OIC-047-20-B,"Question: Qu'est-ce que l'exotropie?
a) Déviation de l'œil vers l'intérieur
b) Déviation de l'œil vers l'extérieur
c) Déviation de l'œil vers le haut
d) Déviation de l'œil vers le bas","Question: Quelle est la définition générale d'une tropie (strabisme)?
a) Une déviation des axes visuels.
b) Une difficulté à voir de loin.
c) Une inflammation de l'œil.
d) Une maladie de la rétine.",medGemma_4b,medGemma_27b
OIC-047-20-B,"Question: Quelle est la définition de l'**esotropie**?
a) déviation de l’œil vers l’intérieur
b) déviation de l’œil vers l’extérieur
c) déviation de l’œil vers le haut
d) déviation de l’œil vers le bas","Question: Quelle est la définition générale d'une tropie (strabisme)?
a) Une déviation des axes visuels.
b) Une difficulté à voir de loin.
c) Une inflammation de l'œil.
d) Une maladie de la rétine.",qwen3_6b,medGemma_27b
OIC-047-20-B,"Question: Quelle est la définition de l'**esotropie**?
a) déviation de l’œil vers l’intérieur
b) déviation de l’œil vers l’extérieur
c) déviation de l’œil vers le haut
d) déviation de l’œil vers le bas","Question: Quelle est la définition générale d'une tropie (strabisme)?
a) Une déviation des axes visuels.
b) Une difficulté à voir de loin.
c) Une inflammation de l'œil.
d) Une maladie de la rétine.",qwen3_6b,medGemma_27b
OIC-047-20-B,"Question: Quelle déviation des axes visuels est une déviation de l'œil vers l'intérieur?
a) Exotropie
b) Esotropie
c) Hypertropie
d) Hypotropie","Question: Quelle est la définition générale d'une tropie (strabisme)?
a) Une déviation des axes visuels.
b) Une difficulté à voir de loin.
c) Une inflammation de l'œil.
d) Une maladie de la rétine.",mistral_7b,medGemma_27b
OIC-047-20-B,"Question: Quelle déviation des axes visuels est une déviation de l'œil vers l'intérieur?
a) Exotropie
b) Esotropie
c) Hypertropie
d) Hypotropie","Question: Quelle est la définition générale d'une tropie (strabisme)?
a) Une déviation des axes visuels.
b) Une difficulté à voir de loin.
c) Une inflammation de l'œil.
d) Une maladie de la rétine.",mistral_7b,medGemma_27b
